mcc,mnc,dial_no,apn,user,password,carrier,authtype,protocol,roaming_protocol,type
356,110, ,internet, , ,LIME Postpaid Internet, , , ,"default,supl"
356,110, ,ppmms, , ,LIME Prepaid MMS, , , ,mms
356,110, ,multimedia, , ,LIME Postpaid MMS, , , ,mms
358,110, ,ppinternet, , ,LIME Prepaid Internet, , , ,"default,supl"
358,110, ,internet, , ,LIME Postpaid Internet, , , ,"default,supl"
358,110, ,ppmms, , ,LIME Prepaid MMS, , , ,mms
358,110, ,multimedia, , ,LIME Postpaid MMS, , , ,mms
360,110, ,ppinternet, , ,LIME Prepaid Internet, , , ,"default,supl"
360,110, ,internet, , ,LIME Postpaid Internet, , , ,"default,supl"
360,110, ,ppmms, , ,LIME Prepaid MMS, , , ,mms
360,110, ,multimedia, , ,LIME Postpaid MMS, , , ,mms
360,70, ,wap.digiceloecs.com,wapoecs,wap03oecs,Digicel VC, , , ,"default,supl"
360,70, ,wap.digiceloecs.com,wapoecs,wap03oecs,Digicel VC, , , ,"default,supl"
362,69, ,web, , ,Digicel Web, , , ,"default,supl"
362,69, ,wap,wapcu,wap03cur,Digicel MMS, , , ,mms
363,1, ,mms.setar.aw, , ,Setar MMS, , , ,mms
363,1, ,wap.setar.aw, , ,Setar, , , ,"default,supl"
363,2, ,web, , ,Digicel Web, , , ,"default,supl"
363,2, ,wap,waparuba,wap03aruba,Digicel MMS, , , ,mms
364,390, ,internet1.btcbahamas.com, , ,Postpaid Internet, , , ,
364,390, ,ppmms1.btcbahamas.com, , ,Postpaid MMS, , , ,
364,390, ,internet.btcbahamas.com, , ,BATELCO BS, , , ,"default,supl"
364,39, ,internet1.btcbahamas.com, , ,Postpaid Internet, , , ,supl
364,39, ,ppmms1.btcbahamas.com, , ,Postpaid MMS, , , ,mms
365,840, ,ppinternet, , ,LIME Prepaid Internet, , , ,"default,supl"
365,840, ,internet, , ,LIME Postpaid Internet, , , ,"default,supl"
365,840, ,ppmms, , ,LIME Prepaid MMS, , , ,mms
365,840, ,multimedia, , ,LIME Postpaid MMS, , , ,mms
366,110, ,ppinternet, , ,LIME Prepaid Internet, , , ,"default,supl"
366,110, ,internet, , ,LIME Postpaid Internet, , , ,"default,supl"
366,110, ,ppmms, , ,LIME Prepaid MMS, , , ,mms
366,110, ,multimedia, , ,LIME Postpaid MMS, , , ,mms
370,1, ,orangenet.com.do, , ,Orange DO, , , ,"default,supl"
370,1, ,orangeworld, , ,Orange DO MMS, , , ,mms
370,10, ,orangenet.com.do,orange,orange,Orange Net, , , ,"default,supl"
370,10, ,orangeworld,orange,orange,Orange MMS, , , ,mms
370,2, ,internet.ideasclaro.com.do, , ,Ideas CLARO,3, , ,"default,supl"
370,2, ,internet.ideasclaro.com.do, , ,MMS CLARO,3, , ,mms
370,4, ,edge.viva.net.do,viva,viva,Viva Edge, , , ,"default,supl"
370,4, ,mms.viva.net.do,viva,viva,Viva MMS, , , ,mms
370,4, ,edge.viva.net.do,viva,viva,Trilogy Dominicana, , , ,"default,supl,mms"
372,1, ,web, , ,Digicel Web, , , ,"default,supl"
372,1, ,wap, , ,Digicel MMS, , , ,mms
374,12, ,bconnected, , ,Prepaid Data, , , ,"default,supl"
374,12, ,buzz, , ,Bmobile BUZZ, , , ,"default,supl"
374,12, ,mms, , ,Bmobile MMS, , , ,mms
374,12, ,internet, , ,BMobile Postpaid, , , ,"default,supl"
374,12, ,bconnected, , ,BMobile Prepaid, , , ,"default,supl"
374,12, ,mms, , ,BMobile MMS, , , ,mms
374,12, ,buzz, , ,BMobile Buzz, , , ,"default,mms"
374,13, ,web, , ,Digicel Web, , , ,"default,supl"
374,13, ,wap,wap,wap,Digicel MMS, , , ,mms
374,13, ,web.digiceltt.com, , ,Digicel TT, , , ,"default,supl"
374,120, ,bconnected, , ,Prepaid Data, , , ,"default,supl"
374,120, ,buzz, , ,Bmobile BUZZ, , , ,"default,supl"
374,120, ,mms, , ,Bmobile MMS, , , ,mms
374,121, ,bconnected, , ,Prepaid Data, , , ,"default,supl"
374,121, ,buzz, , ,Bmobile BUZZ, , , ,"default,supl"
374,121, ,mms, , ,Bmobile MMS, , , ,mms
374,122, ,bconnected, , ,Prepaid Data, , , ,"default,supl"
374,122, ,buzz, , ,Bmobile BUZZ, , , ,"default,supl"
374,122, ,mms, , ,Bmobile MMS, , , ,mms
374,123, ,bconnected, , ,Prepaid Data, , , ,"default,supl"
374,123, ,buzz, , ,Bmobile BUZZ, , , ,"default,supl"
374,123, ,mms, , ,Bmobile MMS, , , ,mms
374,124, ,bconnected, , ,Prepaid Data, , , ,"default,supl"
374,124, ,buzz, , ,Bmobile BUZZ, , , ,"default,supl"
374,124, ,mms, , ,Bmobile MMS, , , ,mms
374,125, ,bconnected, , ,Prepaid Data, , , ,"default,supl"
374,125, ,buzz, , ,Bmobile BUZZ, , , ,"default,supl"
374,125, ,mms, , ,Bmobile MMS, , , ,mms
374,126, ,bconnected, , ,Prepaid Data, , , ,"default,supl"
374,126, ,buzz, , ,Bmobile BUZZ, , , ,"default,supl"
374,126, ,mms, , ,Bmobile MMS, , , ,mms
374,127, ,bconnected, , ,Prepaid Data, , , ,"default,supl"
374,127, ,buzz, , ,Bmobile BUZZ, , , ,"default,supl"
374,127, ,mms, , ,Bmobile MMS, , , ,mms
374,128, ,bconnected, , ,Prepaid Data, , , ,"default,supl"
374,128, ,buzz, , ,Bmobile BUZZ, , , ,"default,supl"
374,128, ,mms, , ,Bmobile MMS, , , ,mms
374,129, ,bconnected, , ,Prepaid Data, , , ,"default,supl"
374,129, ,buzz, , ,Bmobile BUZZ, , , ,"default,supl"
374,129, ,mms, , ,Bmobile MMS, , , ,mms
374,130, ,web, , ,Digicel Web, , , ,"default,supl"
374,130, ,wap,wap,wap,Digicel MMS, , , ,mms
376,350, ,ppinternet, , ,LIME Prepaid Internet, , , ,"default,supl"
376,350, ,internet, , ,LIME Postpaid Internet, , , ,"default,supl"
376,350, ,ppmms, , ,LIME Prepaid MMS, , , ,mms
376,350, ,multimedia, , ,LIME Postpaid MMS, , , ,mms
400,1, ,internet, , ,Azercell, , , ,"default,supl"
400,1, ,mms, , ,Azercell MMS, , , ,mms
400,2, ,mms, , ,Bakcell, , , ,"default,supl,mms"
400,4, ,nar,nar,nar,Nar, , , ,"default,supl,mms"
401,1, ,internet.beeline.kz,internet.beeline, ,BeeLine KZ, , , ,"default,supl"
401,2, ,internet, , ,Kcell, , , ,"default,supl"
401,2, ,mms, , ,Kcell MMS, , , ,mms
401,2, ,wap, , ,Kcell WAP, , , ,"default,supl"
404,0, ,WAP,wap@wap.mtsindia.in,MTS,MTS WAP,3, , ,"default,supl"
404,0, ,MMS,mms@mms.mtsindia.in,MTS,MTS MMS,3, , ,mms
404,0, ,Modem,internet@internet.mtsindia.in,MTS,MTS MODEM,3, , ,"default,supl"
404,1, ,portalnmms, , ,Vodafone, , , ,"default,supl,mms"
404,1, ,portalnmms, , ,Vodafone IN MMS, , , ,mms
404,1, ,www, , ,Vodafone IN, , , ,"default,supl"
404,13, ,rcomnet, , ,RCOM, , , ,"default,supl"
404,2, ,airtelgprs.com, , ,Airtel GPRS, , , ,"default,supl"
404,2, ,airtelfun.com, , ,Airtel Live, , , ,"default,supl"
404,2, ,airtelmms.com, , ,Airtel MMS,1, , ,mms
404,3, ,airtelgprs.com, , ,Airtel GPRS, , , ,"default,supl"
404,3, ,airtelfun.com, , ,Airtel Live, , , ,"default,supl"
404,3, ,airtelmms.com, , ,Airtel MMS,1, , ,mms
404,4, ,internet, , ,IDEA Internet, , , ,"default,supl"
404,4, ,imis, , ,IDEA Wap, , , ,"default,supl"
404,4, ,mmsc, , ,IDEA MMS, , , ,mms
404,4, ,mobile, , ,IDEA Mobile, , , ,"default,supl"
404,5, ,portalnmms, , ,Vodafone, , , ,"default,supl,mms"
404,5, ,portalnmms, , ,Vodafone IN MMS, , , ,mms
404,5, ,www, , ,Vodafone IN, , , ,"default,supl"
404,6, ,airtelgprs.com, , ,Airtel GPRS, , , ,"default,supl"
404,6, ,airtelfun.com, , ,Airtel Live, , , ,"default,supl"
404,6, ,airtelmms.com, , ,Airtel MMS, , , ,mms
404,7, ,internet, , ,IDEA Internet, , , ,"default,supl"
404,7, ,imis, , ,IDEA Wap, , , ,"default,supl"
404,7, ,mmsc, , ,IDEA MMS, , , ,mms
404,7, ,mobile, , ,IDEA Mobile, , , ,"default,supl"
404,9, ,rcomnet, , ,NetConnect, , , ,"default,supl"
404,9, ,rcomwap, , ,Reliance GPRS, , , ,"default,supl"
404,9, ,rcommms, , ,Smart MMS, , , ,mms
404,9, ,MMS, , ,Reliance RTel MMS, , , ,mms
404,9, ,SMARTNET, , ,Reliance RTel, , , ,"default,supl"
404,9, ,rcomwap, , ,Reliance WAP, , , ,"default,supl"
404,10, ,airtelgprs.com, , ,Airtel GPRS, , , ,"default,supl"
404,10, ,airtelfun.com, , ,Airtel Live, , , ,"default,supl"
404,10, ,airtelmms.com, , ,Airtel MMS, , , ,mms
404,11, ,portalnmms, , ,Vodafone, , , ,"default,supl,mms"
404,11, ,portalnmms, , ,Vodafone IN MMS, , , ,mms
404,11, ,www, , ,Vodafone IN, , , ,"default,supl"
404,12, ,internet, , ,IDEA Internet, , , ,"default,supl"
404,12, ,imis, , ,IDEA Wap, , , ,"default,supl"
404,12, ,mmsc, , ,IDEA MMS, , , ,mms
404,12, ,mobile, , ,IDEA Mobile, , , ,"default,supl"
404,13, ,portalnmms, , ,Vodafone, , , ,"default,supl,mms"
404,13, ,portalnmms, , ,Vodafone IN MMS, , , ,mms
404,13, ,www, , ,Vodafone IN, , , ,"default,supl"
404,14, ,internet, , ,IDEA Internet, , , ,"default,supl"
404,14, ,imis, , ,IDEA Wap, , , ,"default,supl"
404,14, ,mmsc, , ,IDEA MMS, , , ,mms
404,14, ,spicegprs, , ,SPICE, , , ,"default,supl"
404,14, ,spicemms,User Mobile number,spice,SPICE MMS, , , ,mms
404,15, ,portalnmms, , ,Vodafone, , , ,"default,supl,mms"
404,15, ,portalnmms, , ,Vodafone IN MMS, , , ,mms
404,15, ,www, , ,Vodafone IN, , , ,"default,supl"
404,16, ,airtelgprs.com, , ,Airtel GPRS, , , ,"default,supl"
404,16, ,airtelfun.com, , ,Airtel Live, , , ,"default,supl"
404,16, ,airtelmms.com, , ,Airtel MMS, , , ,mms
404,17, ,aircelgprs, , ,Aircel Online, , , ,"default,supl"
404,17, ,aircelwap, , ,Aircel GPRS, , , ,"default,supl"
404,17, ,aircelmms, , ,Aircel MMS, , , ,mms
404,17, ,aircelwap, , ,Aircel, , , ,"default,supl"
404,18, ,rcomnet, , ,NetConnect, , , ,"default,supl"
404,18, ,rcomwap, , ,Reliance GPRS, , , ,"default,supl"
404,18, ,rcommms, , ,Smart MMS, , , ,mms
404,18, ,rcommms, , ,Reliance MMS, , , ,mms
404,19, ,internet, , ,IDEA Internet, , , ,"default,supl"
404,19, ,imis, , ,IDEA Wap, , , ,"default,supl"
404,19, ,mmsc, , ,IDEA MMS, , , ,mms
404,19, ,mobile, , ,IDEA Mobile, , , ,"default,supl"
404,20, ,portalnmms, , ,Vodafone, , , ,"default,supl,mms"
404,20, ,portalnmms, , ,Vodafone IN MMS, , , ,mms
404,20, ,www, , ,Vodafone IN, , , ,"default,supl"
404,21, ,www, , ,Loop Internet, , , ,"default,supl"
404,21, ,mizone,Mobile phone number,bplmmsc,LOOP WAP,1, , ,"default,supl"
404,21, ,mizone,Mobile phone number,bplmmsc,BPL MMS,1, , ,mms
404,21, ,mizone,MSISDN,bplmmsc,BPL MMS, , , ,mms
404,21, ,www,MSISDN,bplmmsc,BPL, , , ,"default,supl"
404,22, ,internet, , ,IDEA Internet, , , ,"default,supl"
404,22, ,imis, , ,IDEA Wap, , , ,"default,supl"
404,22, ,mmsc, , ,IDEA MMS, , , ,mms
404,22, ,mobile, , ,IDEA Mobile, , , ,"default,supl"
404,24, ,internet, , ,IDEA Internet, , , ,"default,supl"
404,24, ,imis, , ,IDEA Wap, , , ,"default,supl"
404,24, ,mmsc, , ,IDEA MMS, , , ,mms
404,24, ,mobile, , ,IDEA Mobile, , , ,"default,supl"
404,25, ,aircelgprs, , ,Aircel Online, , , ,"default,supl"
404,25, ,aircelwap, , ,Aircel GPRS, , , ,"default,supl"
404,25, ,aircelmms, , ,Aircel MMS, , , ,mms
404,27, ,portalnmms, , ,Vodafone, , , ,"default,supl,mms"
404,27, ,portalnmms, , ,Vodafone IN MMS, , , ,mms
404,27, ,www, , ,Vodafone IN, , , ,"default,supl"
404,28, ,aircelgprs, , ,Aircel Online, , , ,"default,supl"
404,28, ,aircelwap, , ,Aircel GPRS, , , ,"default,supl"
404,28, ,aircelmms, , ,Aircel MMS, , , ,mms
404,28, ,aircelwap, , ,Aircel, , , ,"default,supl"
404,29, ,aircelgprs, , ,Aircel Online, , , ,"default,supl"
404,29, ,aircelwap, , ,Aircel GPRS, , , ,"default,supl"
404,29, ,aircelmms, , ,Aircel MMS, , , ,mms
404,29, ,aircelwap, , ,Aircel, , , ,"default,supl"
404,30, ,portalnmms, , ,Vodafone, , , ,"default,supl,mms"
404,30, ,portalnmms, , ,Vodafone IN MMS, , , ,mms
404,30, ,www, , ,Vodafone IN, , , ,"default,supl"
404,31, ,airtelgprs.com, , ,Airtel GPRS, , , ,"default,supl"
404,31, ,airtelfun.com, , ,Airtel Live, , , ,"default,supl"
404,31, ,airtelmms.com, , ,Airtel MMS, , , ,mms
404,33, ,aircelwap, , ,Aircel, , , ,"default,supl"
404,33, ,aircelgprs, , ,Aircel Online, , , ,"default,supl"
404,33, ,aircelwap, , ,Aircel GPRS, , , ,"default,supl"
404,33, ,aircelmms, , ,Aircel MMS, , , ,mms
404,34, ,bsnlnet, , ,BSNL NET, , , ,"default,supl"
404,34, ,WAPSOUTH.CELLONE.IN,PPP,PPP123,BSNL WAP, , , ,"default,supl"
404,34, ,bsnlmms, , ,BSNL-mms, , , ,mms
404,34, ,bsnlnet,MSISDN,MSISDN,BSNL, , , ,"default,supl"
404,34, ,mmssouth.cellone.in,MSISDN,mmsc,BSNL MMS, , , ,mms
404,35, ,aircelgprs, , ,Aircel Online, , , ,"default,supl"
404,35, ,aircelwap, , ,Aircel GPRS, , , ,"default,supl"
404,35, ,aircelmms, , ,Aircel MMS, , , ,mms
404,35, ,aircelwap, , ,Aircel, , , ,"default,supl"
404,36, ,rcomnet, , ,NetConnect, , , ,"default,supl"
404,36, ,rcomwap, , ,Reliance GPRS, , , ,"default,supl"
404,36, ,rcommms, , ,Smart MMS, , , ,mms
404,36, ,rcommms, , ,Reliance MMS, , , ,mms
404,37, ,aircelgprs, , ,Aircel Online, , , ,"default,supl"
404,37, ,aircelwap, , ,Aircel GPRS, , , ,"default,supl"
404,37, ,aircelmms, , ,Aircel MMS, , , ,mms
404,37, ,aircelwap, , ,Aircel, , , ,"default,supl"
404,38, ,bsnlnet, , ,BSNL NET, , , ,"default,supl"
404,38, ,WAPSOUTH.CELLONE.IN,PPP,PPP123,BSNL WAP, , , ,"default,supl"
404,38, ,bsnlmms, , ,BSNL-mms, , , ,mms
404,38, ,bsnlnet,MSISDN,MSISDN,BSNL, , , ,"default,supl"
404,38, ,mmssouth.cellone.in,MSISDN,mmsc,BSNL MMS, , , ,mms
404,40, ,airtelgprs.com, , ,Airtel GPRS, , , ,"default,supl"
404,40, ,airtelfun.com, , ,Airtel Live, , , ,"default,supl"
404,40, ,airtelmms.com, , ,Airtel MMS, , , ,mms
404,41, ,aircelgprs, , ,Aircel Online, , , ,"default,supl"
404,41, ,aircelwap, , ,Aircel GPRS, , , ,"default,supl"
404,41, ,aircelmms, , ,Aircel MMS, , , ,mms
404,41, ,aircelwap, , ,Aircel, , , ,"default,supl"
404,42, ,aircelgprs, , ,Aircel Online, , , ,"default,supl"
404,42, ,aircelwap, , ,Aircel GPRS, , , ,"default,supl"
404,42, ,aircelmms, , ,Aircel MMS, , , ,mms
404,42, ,aircelwap, , ,Aircel, , , ,"default,supl"
404,43, ,portalnmms, , ,Vodafone, , , ,"default,supl,mms"
404,43, ,portalnmms, , ,Vodafone IN MMS, , , ,mms
404,43, ,www, , ,Vodafone IN, , , ,"default,supl"
404,44, ,internet, , ,IDEA Internet, , , ,"default,supl"
404,44, ,imis, , ,IDEA Wap, , , ,"default,supl"
404,44, ,mmsc, , ,IDEA MMS, , , ,mms
404,44, ,spicegprs, , ,SPICE, , , ,"default,supl"
404,44, ,spicemms,User Mobile number,spice,SPICE MMS, , , ,mms
404,45, ,airtelgprs.com, , ,Airtel GPRS, , , ,"default,supl"
404,45, ,airtelfun.com, , ,Airtel Live, , , ,"default,supl"
404,45, ,airtelmms.com, , ,Airtel MMS, , , ,mms
404,46, ,portalnmms, , ,Vodafone, , , ,"default,supl,mms"
404,46, ,mizone,MSISDN,bplmmsc,BPL MMS, , , ,mms
404,46, ,www,MSISDN,bplmmsc,BPL, , , ,"default,supl"
404,49, ,airtelgprs.com, , ,Airtel GPRS, , , ,"default,supl"
404,49, ,airtelfun.com, , ,Airtel Live, , , ,"default,supl"
404,49, ,airtelmms.com, , ,Airtel MMS, , , ,mms
404,50, ,rcomnet, , ,NetConnect, , , ,"default,supl"
404,50, ,rcomwap, , ,Reliance GPRS, , , ,"default,supl"
404,50, ,rcommms, , ,Smart MMS, , , ,mms
404,50, ,rcommms, , ,Reliance MMS, , , ,mms
404,51, ,bsnlnet, , ,BSNL NET, , , ,"default,supl"
404,51, ,WAPSOUTH.CELLONE.IN,PPP,PPP123,BSNL WAP, , , ,"default,supl"
404,51, ,bsnlmms, , ,BSNL-mms, , , ,mms
404,51, ,bsnlnet,MSISDN,MSISDN,BSNL, , , ,"default,supl"
404,51, ,mmssouth.cellone.in,MSISDN,mmsc,BSNL MMS, , , ,mms
404,52, ,rcomnet, , ,NetConnect, , , ,"default,supl"
404,52, ,rcomwap, , ,Reliance GPRS, , , ,"default,supl"
404,52, ,rcommms, , ,Smart MMS, , , ,mms
404,52, ,rcommms, , ,Reliance MMS, , , ,mms
404,53, ,bsnlnet, , ,BSNL NET, , , ,"default,supl"
404,53, ,WAPSOUTH.CELLONE.IN,PPP,PPP123,BSNL WAP, , , ,"default,supl"
404,53, ,bsnlmms, , ,BSNL-mms, , , ,mms
404,53, ,bsnlnet,MSISDN,MSISDN,BSNL, , , ,"default,supl"
404,53, ,mmssouth.cellone.in,MSISDN,mmsc,BSNL MMS, , , ,mms
404,54, ,bsnlnet, , ,BSNL NET, , , ,"default,supl"
404,54, ,WAPSOUTH.CELLONE.IN,PPP,PPP123,BSNL WAP, , , ,"default,supl"
404,54, ,bsnlmms, , ,BSNL-mms, , , ,mms
404,54, ,bsnlnet,MSISDN,MSISDN,BSNL, , , ,"default,supl"
404,54, ,mmssouth.cellone.in,MSISDN,mmsc,BSNL MMS, , , ,mms
404,55, ,bsnlnet, , ,BSNL NET, , , ,"default,supl"
404,55, ,WAPSOUTH.CELLONE.IN,PPP,PPP123,BSNL WAP, , , ,"default,supl"
404,55, ,bsnlmms, , ,BSNL-mms, , , ,mms
404,55, ,bsnlnet,MSISDN,MSISDN,BSNL, , , ,"default,supl"
404,55, ,mmssouth.cellone.in,MSISDN,mmsc,BSNL MMS, , , ,mms
404,56, ,internet, , ,IDEA Internet, , , ,"default,supl"
404,56, ,imis, , ,IDEA Wap, , , ,"default,supl"
404,56, ,mmsc, , ,IDEA MMS, , , ,mms
404,56, ,mobile, , ,IDEA Mobile, , , ,"default,supl"
404,57, ,bsnlnet, , ,BSNL NET, , , ,"default,supl"
404,57, ,WAPSOUTH.CELLONE.IN,PPP,PPP123,BSNL WAP, , , ,"default,supl"
404,57, ,bsnlmms, , ,BSNL-mms, , , ,mms
404,57, ,bsnlnet,MSISDN,MSISDN,BSNL, , , ,"default,supl"
404,57, ,mmssouth.cellone.in,MSISDN,mmsc,BSNL MMS, , , ,mms
404,58, ,bsnlnet, , ,BSNL NET, , , ,"default,supl"
404,58, ,WAPSOUTH.CELLONE.IN,PPP,PPP123,BSNL WAP, , , ,"default,supl"
404,58, ,bsnlmms, , ,BSNL-mms, , , ,mms
404,58, ,bsnlnet,MSISDN,MSISDN,BSNL, , , ,"default,supl"
404,58, ,mmssouth.cellone.in,MSISDN,mmsc,BSNL MMS, , , ,mms
404,59, ,bsnlnet, , ,BSNL NET, , , ,"default,supl"
404,59, ,WAPSOUTH.CELLONE.IN,PPP,PPP123,BSNL WAP, , , ,"default,supl"
404,59, ,bsnlmms, , ,BSNL-mms, , , ,mms
404,59, ,bsnlnet,MSISDN,MSISDN,BSNL, , , ,"default,supl"
404,59, ,mmssouth.cellone.in,MSISDN,mmsc,BSNL MMS, , , ,mms
404,60, ,portalnmms, , ,Vodafone, , , ,"default,supl,mms"
404,60, ,portalnmms, , ,Vodafone IN MMS, , , ,mms
404,60, ,www, , ,Vodafone IN, , , ,"default,supl"
404,61, ,airtelgprs.com, , ,Airtel GPRS, , , ,"default,supl"
404,61, ,airtelfun.com, , ,Airtel Live, , , ,"default,supl"
404,61, ,airtelmms.com, , ,Airtel MMS,1, , ,mms
404,62, ,bsnlnet, , ,BSNL NET, , , ,"default,supl"
404,62, ,WAPSOUTH.CELLONE.IN,PPP,PPP123,BSNL WAP, , , ,"default,supl"
404,62, ,bsnlmms, , ,BSNL-mms, , , ,mms
404,62, ,bsnlnet,MSISDN,MSISDN,BSNL, , , ,"default,supl"
404,62, ,mmssouth.cellone.in,MSISDN,mmsc,BSNL MMS, , , ,mms
404,64, ,bsnlnet, , ,BSNL NET, , , ,"default,supl"
404,64, ,WAPSOUTH.CELLONE.IN,PPP,PPP123,BSNL WAP, , , ,"default,supl"
404,64, ,bsnlmms, , ,BSNL-mms, , , ,mms
404,64, ,bsnlnet,MSISDN,MSISDN,BSNL, , , ,"default,supl"
404,64, ,mmssouth.cellone.in,MSISDN,mmsc,BSNL MMS, , , ,mms
404,66, ,bsnlnet, , ,BSNL NET, , , ,"default,supl"
404,66, ,WAPSOUTH.CELLONE.IN,PPP,PPP123,BSNL WAP, , , ,"default,supl"
404,66, ,bsnlmms, , ,BSNL-mms, , , ,mms
404,66, ,bsnlnet,MSISDN,MSISDN,BSNL, , , ,"default,supl"
404,66, ,mmssouth.cellone.in,MSISDN,mmsc,BSNL MMS, , , ,mms
404,67, ,portalnmms, , ,Vodafone, , , ,"default,supl,mms"
404,67, ,rcomnet, , ,NetConnect, , , ,"default,supl"
404,67, ,rcomwap, , ,Reliance GPRS, , , ,"default,supl"
404,67, ,rcommms, , ,Smart MMS, , , ,mms
404,67, ,rcommms, , ,Reliance MMS, , , ,mms
404,68, ,gprsppsmum,mtnl,mtnl123,MTNL GPRS,1, , ,"default,supl"
404,68, ,gprsppsmum,mtnl,mtnl123,MTNL MMS,1, , ,mms
404,68, ,gprsppsdel,mtnl,mtnl123,MTNL MMS,1, , ,mms
404,68, ,gprsppsdel,mtnl,mtnl123,MTNL GPRS, , , ,"default,supl"
404,68, ,mtnl.net,mtnl,mtnl123,MTNL, , , ,"default,supl"
404,68, ,mtnl.net,mtnl,mtnl123,MTNL MMS, , , ,mms
404,69, ,gprsppsmum,mtnl,mtnl123,MTNL GPRS,1, , ,"default,supl"
404,69, ,gprsppsmum,mtnl,mtnl123,MTNL MMS,1, , ,mms
404,69, ,gprsppsdel,mtnl,mtnl123,MTNL MMS,1, , ,mms
404,69, ,gprsppsmum,mtnl,mtnl123,MTNL GPRS, , , ,"default,supl"
404,69, ,mtnl.net,mtnl,mtnl123,MTNL, , , ,"default,supl"
404,69, ,mtnl.net,mtnl,mtnl123,MTNL MMS, , , ,mms
404,70, ,airtelgprs.com, , ,Airtel GPRS, , , ,"default,supl"
404,70, ,airtelfun.com, , ,Airtel Live, , , ,"default,supl"
404,70, ,airtelmms.com, , ,Airtel MMS, , , ,mms
404,71, ,bsnlnet, , ,BSNL NET, , , ,"default,supl"
404,71, ,WAPSOUTH.CELLONE.IN,PPP,PPP123,BSNL WAP, , , ,"default,supl"
404,71, ,bsnlmms, , ,BSNL-mms, , , ,mms
404,71, ,bsnlnet,MSISDN,MSISDN,BSNL, , , ,"default,supl"
404,71, ,mmssouth.cellone.in,MSISDN,mmsc,BSNL MMS, , , ,mms
404,72, ,bsnlnet, , ,BSNL NET, , , ,"default,supl"
404,72, ,WAPSOUTH.CELLONE.IN,PPP,PPP123,BSNL WAP, , , ,"default,supl"
404,72, ,bsnlmms, , ,BSNL-mms, , , ,mms
404,72, ,bsnlnet,MSISDN,MSISDN,BSNL, , , ,"default,supl"
404,72, ,mmssouth.cellone.in,MSISDN,mmsc,BSNL MMS, , , ,mms
404,73, ,bsnlnet, , ,BSNL NET, , , ,"default,supl"
404,73, ,WAPSOUTH.CELLONE.IN,PPP,PPP123,BSNL WAP, , , ,"default,supl"
404,73, ,bsnlmms, , ,BSNL-mms, , , ,mms
404,73, ,bsnlnet,MSISDN,MSISDN,BSNL, , , ,"default,supl"
404,73, ,mmssouth.cellone.in,MSISDN,mmsc,BSNL MMS, , , ,mms
404,74, ,bsnlnet, , ,BSNL NET, , , ,"default,supl"
404,74, ,WAPSOUTH.CELLONE.IN,PPP,PPP123,BSNL WAP, , , ,"default,supl"
404,74, ,bsnlmms, , ,BSNL-mms, , , ,mms
404,74, ,bsnlnet,MSISDN,MSISDN,BSNL, , , ,"default,supl"
404,74, ,mmssouth.cellone.in,MSISDN,mmsc,BSNL MMS, , , ,mms
404,75, ,bsnlnet, , ,BSNL NET, , , ,"default,supl"
404,75, ,WAPSOUTH.CELLONE.IN,PPP,PPP123,BSNL WAP, , , ,"default,supl"
404,75, ,bsnlmms, , ,BSNL-mms, , , ,mms
404,75, ,bsnlnet,MSISDN,MSISDN,BSNL, , , ,"default,supl"
404,75, ,mmssouth.cellone.in,MSISDN,mmsc,BSNL MMS, , , ,mms
404,76, ,bsnlnet, , ,BSNL NET, , , ,"default,supl"
404,76, ,WAPSOUTH.CELLONE.IN,PPP,PPP123,BSNL WAP, , , ,"default,supl"
404,76, ,bsnlmms, , ,BSNL-mms, , , ,mms
404,76, ,bsnlnet,MSISDN,MSISDN,BSNL, , , ,"default,supl"
404,76, ,mmssouth.cellone.in,MSISDN,mmsc,BSNL MMS, , , ,mms
404,77, ,bsnlnet, , ,BSNL NET, , , ,"default,supl"
404,77, ,WAPSOUTH.CELLONE.IN,PPP,PPP123,BSNL WAP, , , ,"default,supl"
404,77, ,bsnlmms, , ,BSNL-mms, , , ,mms
404,77, ,bsnlnet,MSISDN,MSISDN,BSNL, , , ,"default,supl"
404,77, ,mmssouth.cellone.in,MSISDN,mmsc,BSNL MMS, , , ,mms
404,78, ,internet, , ,IDEA Internet, , , ,"default,supl"
404,78, ,imis, , ,IDEA Wap, , , ,"default,supl"
404,78, ,mmsc, , ,IDEA MMS, , , ,mms
404,78, ,mobile, , ,IDEA Mobile, , , ,"default,supl"
404,79, ,bsnlnet, , ,BSNL NET, , , ,"default,supl"
404,79, ,WAPSOUTH.CELLONE.IN,PPP,PPP123,BSNL WAP, , , ,"default,supl"
404,79, ,bsnlmms, , ,BSNL-mms, , , ,mms
404,80, ,bsnlnet, , ,BSNL NET, , , ,"default,supl"
404,80, ,WAPSOUTH.CELLONE.IN,PPP,PPP123,BSNL WAP, , , ,"default,supl"
404,80, ,bsnlmms, , ,BSNL-mms, , , ,mms
404,80, ,bsnlnet,MSISDN,MSISDN,BSNL, , , ,"default,supl"
404,80, ,mmssouth.cellone.in,MSISDN,mmsc,BSNL MMS, , , ,mms
404,81, ,bsnlnet, , ,BSNL NET, , , ,"default,supl"
404,81, ,WAPSOUTH.CELLONE.IN,PPP,PPP123,BSNL WAP, , , ,"default,supl"
404,81, ,bsnlmms, , ,BSNL-mms, , , ,mms
